Crop,Temp_low(C),Temp_high(C),Rain_low(cm),Rain_high(cm),Humidity_low(%),Humidity_high(%),Elevation(m),Loamy,Fertile,Suitable
Black Pepper,20.4,28.5,17.8,29.9,63.4,89.1,97,1,1,0
Black Pepper,20.9,28.5,20.6,43.0,63.3,77.5,1240,0,1,0
Black Pepper,21.8,34.7,18.5,43.2,63.0,85.8,450,1,0,1
Black Pepper,23.2,30.1,24.3,43.9,73.8,86.3,1205,0,1,1
Black Pepper,23.9,28.6,24.2,35.4,72.8,76.3,468,0,1,1
Black Pepper,22.6,32.2,20.0,38.5,71.6,87.9,332,0,1,1
Black Pepper,20.5,32.4,18.3,40.6,65.9,87.2,1462,0,0,1
Black Pepper,20.5,32.5,22.4,27.6,67.6,75.5,574,0,1,0
Black Pepper,22.4,29.9,15.4,37.0,67.0,76.4,922,1,1,0
Black Pepper,19.4,28.1,19.7,25.7,63.8,75.7,934,0,1,0
Black Pepper,18.7,34.8,18.4,35.0,67.6,80.0,863,1,1,0
Black Pepper,20.1,29.8,24.2,28.1,60.5,82.6,1376,0,1,1
Black Pepper,19.7,32.7,15.1,28.7,62.0,83.0,1028,1,1,0
Black Pepper,19.8,32.9,20.5,32.3,73.3,79.0,635,1,1,0
Black Pepper,19.4,32.3,22.4,33.6,71.3,88.7,1300,0,1,1
Black Pepper,18.3,30.2,19.9,37.5,66.3,80.5,313,1,1,1
Black Pepper,18.1,29.9,15.9,26.5,67.8,75.7,839,0,1,1
Black Pepper,23.9,32.2,24.7,35.1,65.5,79.5,1428,1,1,1
Black Pepper,20.6,34.1,20.2,28.7,71.1,83.0,957,1,1,1
Black Pepper,20.3,34.6,21.1,36.5,71.8,81.1,1235,0,0,1
Black Pepper,22.1,28.7,17.4,37.7,71.4,79.1,998,1,1,0
Black Pepper,19.3,29.1,19.8,36.1,70.8,77.0,1267,0,1,0
Black Pepper,23.7,34.6,19.3,39.8,63.1,87.3,1420,1,1,1
Black Pepper,22.7,33.2,15.7,31.7,65.1,89.9,446,1,1,1
Black Pepper,18.5,34.2,16.1,40.3,67.0,79.9,296,1,1,1
Black Pepper,20.5,29.4,23.4,33.7,65.0,80.7,752,1,0,0
Black Pepper,23.3,32.1,17.4,34.7,71.3,84.3,1068,0,1,1
Black Pepper,23.7,32.9,16.9,38.0,64.9,85.8,379,0,1,1
Black Pepper,20.8,32.8,20.0,25.4,62.1,80.9,56,0,1,1
Black Pepper,21.7,30.9,22.7,38.1,66.0,88.6,547,1,1,0
Black Pepper,19.0,28.1,15.6,37.4,74.7,83.4,1455,0,1,1
Black Pepper,23.9,32.1,20.8,31.2,63.4,81.8,1058,1,1,1
Black Pepper,19.4,29.8,16.2,26.7,69.2,84.7,632,1,1,1
Black Pepper,23.7,31.2,15.4,26.8,66.5,89.3,329,0,0,0
Black Pepper,21.9,34.7,15.5,43.5,61.1,86.9,566,1,1,1
Black Pepper,21.6,30.8,23.3,38.8,67.3,75.6,296,1,1,0
Black Pepper,21.1,33.9,16.2,27.5,70.5,80.0,204,1,1,0
Black Pepper,19.4,29.3,15.5,32.1,67.7,82.1,1365,1,1,1
Black Pepper,19.1,32.7,19.4,36.8,73.1,79.7,1497,1,1,1
Black Pepper,19.3,34.8,23.4,41.7,64.3,85.5,288,1,1,1
Black Pepper,19.1,28.7,17.6,25.9,61.3,87.4,129,1,1,1
Black Pepper,22.7,28.1,19.2,29.7,74.0,86.0,528,1,1,0
Black Pepper,20.1,31.0,15.4,42.8,65.7,89.8,719,0,0,1
Black Pepper,18.3,28.6,19.5,25.2,68.6,79.1,347,1,1,1
Black Pepper,23.8,33.2,20.8,29.0,71.9,88.1,487,0,1,0
Black Pepper,23.3,34.4,20.7,44.2,64.9,86.5,341,0,1,1
Black Pepper,23.6,31.0,18.3,37.3,70.7,80.4,1173,1,1,1
Black Pepper,24.0,29.8,18.2,30.2,62.0,86.0,1083,1,0,1
Black Pepper,19.0,31.0,16.1,26.3,64.4,76.6,971,1,1,1
Black Pepper,20.4,33.1,18.7,25.6,62.2,86.8,611,0,1,1
Black Pepper,22.5,28.1,16.0,29.9,72.2,83.0,1368,1,1,0
Black Pepper,22.2,32.1,22.7,42.6,63.3,79.4,1456,1,1,1
Black Pepper,18.9,32.3,24.7,33.3,70.8,84.8,302,0,1,1
Black Pepper,22.9,32.5,24.7,39.4,74.1,84.6,373,1,1,1
Black Pepper,19.3,29.7,23.7,43.4,67.9,78.1,812,1,1,1
Black Pepper,19.3,33.0,21.0,33.2,68.1,75.5,182,1,1,1
Black Pepper,21.2,28.6,22.0,28.8,66.9,81.5,683,0,1,1
Black Pepper,21.6,29.4,17.9,35.3,64.9,83.5,894,0,1,1
Black Pepper,21.5,34.1,21.3,43.2,67.1,88.1,807,1,1,1
Black Pepper,18.5,33.2,19.6,41.1,69.0,88.9,530,1,0,1
Black Pepper,23.3,28.1,19.8,26.3,74.8,82.9,837,1,1,0
Black Pepper,19.6,29.7,22.6,38.9,74.1,86.3,1440,0,1,1
Black Pepper,18.8,29.5,17.8,36.4,72.9,81.6,349,1,1,1
Black Pepper,23.3,29.9,18.2,43.1,73.3,86.2,1000,1,1,0
Black Pepper,23.7,29.7,24.2,27.4,67.0,78.1,113,0,1,0
Black Pepper,23.2,28.4,15.6,35.7,69.9,80.6,146,1,0,0
Black Pepper,22.9,31.2,19.9,42.6,73.4,84.5,850,1,1,1
Black Pepper,21.9,33.1,24.1,33.2,65.9,75.3,202,0,1,1
Black Pepper,21.3,32.2,21.1,34.6,74.4,85.8,82,0,1,1
Black Pepper,18.5,32.7,20.5,26.4,66.2,87.5,299,1,0,1
Black Pepper,20.5,28.6,17.5,30.6,69.0,81.0,869,1,1,1
Black Pepper,20.2,34.7,18.4,31.5,70.6,81.7,1070,1,1,1
Black Pepper,19.6,33.9,23.5,43.9,74.3,87.8,344,1,1,1
Black Pepper,22.3,33.6,20.6,30.7,63.7,86.6,1019,0,1,0
Black Pepper,21.0,33.8,20.1,34.2,71.2,79.3,315,1,1,1
Black Pepper,18.5,34.5,16.0,38.4,67.8,79.9,940,1,1,1
Black Pepper,19.3,31.8,15.2,28.2,64.0,85.2,647,0,1,1
Black Pepper,22.1,29.4,24.6,34.7,71.6,83.4,998,1,1,1
Black Pepper,18.5,32.3,18.8,39.8,68.3,77.4,1493,0,1,1
Black Pepper,23.1,33.2,21.0,42.3,69.9,79.6,1410,0,1,1
Black Pepper,21.0,33.2,15.8,37.5,64.8,88.5,56,0,1,0
Black Pepper,20.9,31.7,21.8,38.4,67.2,85.3,1334,0,1,1
Black Pepper,21.6,28.5,24.3,27.5,69.3,89.8,146,1,1,1
Black Pepper,22.9,30.6,20.8,43.9,66.1,86.5,1432,1,1,1
Black Pepper,20.1,34.4,16.3,27.7,63.0,89.1,459,1,1,1
Black Pepper,22.1,32.1,20.8,40.5,74.4,78.2,604,1,1,1
Black Pepper,21.4,31.8,22.7,30.3,67.7,86.6,183,1,1,1
Black Pepper,19.6,29.9,19.1,43.7,71.0,75.3,213,1,1,0
Black Pepper,23.3,30.6,23.8,39.4,66.2,85.1,1104,1,1,0
Black Pepper,22.8,34.3,21.5,40.1,65.3,82.0,1419,1,1,1
Black Pepper,22.0,32.7,24.0,29.4,66.1,80.2,936,1,1,1
Black Pepper,23.1,33.5,21.2,33.9,66.1,87.9,1088,1,1,0
Black Pepper,23.2,31.2,16.3,37.4,68.2,87.8,1155,0,0,1
Black Pepper,22.3,32.4,18.1,40.4,68.2,75.3,431,1,1,1
Black Pepper,23.0,29.7,17.0,27.1,67.5,84.1,116,1,1,1
Black Pepper,22.2,32.9,24.1,44.2,62.0,80.5,53,1,1,0
Black Pepper,22.1,31.0,22.6,42.8,67.4,81.2,558,0,1,1
Black Pepper,21.7,31.1,21.8,30.4,62.5,87.5,400,1,1,1
Black Pepper,22.5,32.5,18.0,41.5,61.9,79.6,140,1,1,1
Black Pepper,19.0,34.6,16.8,35.4,74.0,89.1,310,0,1,1
Black Pepper,23.3,28.4,22.6,34.2,69.1,77.7,231,1,1,0
Black Pepper,23.2,33.8,19.7,31.3,69.9,84.9,1377,0,1,0
Black Pepper,18.2,30.0,17.3,36.6,66.0,85.1,253,1,1,0
Black Pepper,23.0,31.1,21.2,39.6,73.6,78.8,830,1,1,1
Black Pepper,18.8,28.2,15.4,33.2,69.6,79.9,910,1,1,1
Black Pepper,20.0,30.1,18.3,37.6,71.5,87.5,838,1,1,1
Black Pepper,22.5,31.5,19.7,39.0,65.5,86.4,194,1,1,0
Black Pepper,19.0,28.4,16.5,39.2,74.4,79.9,512,0,1,1
Black Pepper,22.9,31.4,24.8,26.0,72.3,83.0,124,0,1,1
Black Pepper,23.0,34.5,17.1,42.2,72.8,75.9,624,0,1,0
Black Pepper,21.0,28.7,16.3,34.2,62.6,78.1,323,0,1,1
Black Pepper,18.0,33.4,17.0,30.2,64.1,82.3,864,1,1,0
Black Pepper,19.7,30.9,22.7,29.8,64.3,76.3,1055,1,1,1
Black Pepper,21.7,32.6,19.3,34.7,64.1,87.6,822,0,1,1
Black Pepper,23.9,29.8,20.7,42.7,72.8,85.8,680,0,1,1
Black Pepper,21.8,29.1,15.2,32.6,60.5,89.2,612,1,0,0
Black Pepper,19.6,29.1,15.3,40.0,61.1,85.4,1270,1,0,1
Black Pepper,21.8,28.5,19.5,26.9,64.1,89.1,368,1,0,0
Black Pepper,21.2,29.3,23.2,34.5,63.0,83.3,1115,1,1,1
Black Pepper,22.7,32.6,23.9,44.8,63.5,84.0,1148,1,1,1
Black Pepper,18.6,34.2,15.9,40.4,72.0,89.7,658,0,1,0
Black Pepper,22.6,33.7,20.4,29.2,68.4,84.6,481,1,1,1
Black Pepper,21.2,32.8,24.1,35.0,60.1,75.5,732,0,1,1
Black Pepper,23.8,28.8,18.9,29.7,66.4,85.9,185,0,1,1
Black Pepper,20.1,30.0,23.3,33.2,66.1,88.6,117,0,1,1
Black Pepper,21.8,30.2,16.3,40.6,61.7,86.9,212,1,1,1
Black Pepper,23.6,29.7,24.4,40.4,70.1,83.8,321,1,1,1
Black Pepper,18.6,31.6,22.5,29.6,70.5,85.1,781,0,1,1
Black Pepper,23.6,31.7,24.4,43.4,70.8,89.9,1281,1,1,1
Black Pepper,22.1,30.5,21.8,36.9,70.9,76.4,392,1,1,1
Black Pepper,18.4,30.5,18.6,32.6,60.0,85.0,1406,1,1,1
Black Pepper,19.8,33.8,24.4,35.0,74.3,79.3,1435,0,0,0
Black Pepper,22.2,33.5,17.8,37.1,72.2,84.6,1440,1,0,1
Black Pepper,18.4,30.2,18.3,36.2,73.6,84.1,1264,1,0,1
Black Pepper,21.5,34.4,22.0,34.7,60.2,77.3,578,0,1,1
Black Pepper,20.1,34.7,22.7,35.1,74.0,78.1,155,0,1,1
Black Pepper,21.7,30.3,24.3,28.5,72.1,84.3,875,0,1,1
Black Pepper,18.3,30.5,17.0,41.3,72.6,76.9,860,0,0,1
Black Pepper,23.2,31.5,23.0,35.8,61.4,79.0,1282,1,1,1
Black Pepper,23.8,34.6,22.4,27.6,71.1,87.5,1494,1,0,0
Black Pepper,23.8,34.1,15.6,40.3,74.4,79.9,787,1,1,1
Black Pepper,22.5,28.7,18.9,43.6,70.2,82.3,551,0,0,1
Black Pepper,18.8,30.7,17.8,43.9,68.6,89.1,320,1,1,0
Black Pepper,22.5,31.9,18.0,32.4,74.2,78.4,57,1,1,0
Black Pepper,18.1,31.5,24.8,27.7,66.6,80.8,788,1,1,1
Black Pepper,18.1,29.4,21.4,35.4,69.0,84.1,856,1,1,1
Black Pepper,19.9,34.0,22.2,27.3,67.1,86.3,1246,0,1,0
Black Pepper,20.9,32.7,24.8,43.7,74.0,88.5,782,1,0,1
Black Pepper,22.6,33.9,18.8,28.7,61.1,88.7,1379,1,1,1
Black Pepper,22.1,34.0,23.0,30.1,67.5,86.6,961,1,1,1
Black Pepper,20.7,33.2,19.3,33.1,70.3,78.4,1268,1,1,1
Black Pepper,19.6,31.1,23.7,32.7,71.9,75.4,265,0,1,1
Black Pepper,24.0,32.3,16.8,40.9,68.7,80.8,1290,0,1,1
Black Pepper,20.6,29.1,24.5,34.1,73.6,77.1,1029,1,1,0
Black Pepper,20.7,32.7,17.2,28.4,74.1,85.7,297,1,0,1
Black Pepper,19.0,29.3,18.3,30.3,61.0,84.9,325,1,1,1
Black Pepper,22.8,32.9,22.6,35.2,66.0,75.7,1393,0,0,0
Black Pepper,22.2,29.6,18.9,27.9,60.4,87.5,97,1,1,1
Black Pepper,19.3,28.8,21.1,37.2,64.9,78.7,721,1,1,0
Black Pepper,18.5,29.2,19.4,36.3,68.1,81.5,505,1,0,1
Black Pepper,22.1,28.0,22.4,39.3,73.7,85.0,1014,0,1,1
Black Pepper,21.9,33.0,17.3,43.8,72.7,81.4,1267,0,1,1
Black Pepper,19.6,33.1,15.6,43.2,61.9,81.6,573,1,1,0
Black Pepper,23.7,31.6,18.0,43.9,61.4,76.0,669,1,0,0
Black Pepper,18.9,29.1,19.7,29.9,68.8,81.0,1474,1,1,1
Black Pepper,20.6,28.6,16.7,27.6,68.0,86.5,1187,1,1,1
Black Pepper,23.7,28.1,18.5,31.0,64.0,88.7,1351,1,1,1
Black Pepper,20.5,29.2,19.0,42.9,73.5,81.2,686,0,1,1
Black Pepper,21.8,34.2,15.6,44.4,73.9,81.4,389,0,0,0
Black Pepper,20.4,29.7,20.8,42.2,66.0,85.5,647,0,1,1
Black Pepper,19.6,30.5,23.8,27.2,73.4,89.1,1088,1,1,1
Black Pepper,23.9,28.7,16.5,43.9,65.8,79.0,209,1,1,0
Black Pepper,20.5,29.6,21.0,33.5,71.1,81.6,442,1,0,1
Black Pepper,23.4,31.6,21.6,25.2,67.1,86.9,118,0,1,1
Black Pepper,19.4,32.3,19.2,33.8,61.8,84.1,677,1,1,0
Black Pepper,19.3,29.7,22.0,25.9,73.9,76.7,1250,1,1,1
Black Pepper,18.2,28.4,19.1,35.9,66.8,84.4,86,1,1,1
Black Pepper,21.9,30.7,20.0,31.8,71.0,77.8,1029,0,1,1
Black Pepper,20.2,29.6,15.1,34.5,65.5,82.7,1402,1,1,1
Black Pepper,23.2,29.5,21.9,37.3,60.3,82.9,394,1,1,1
Black Pepper,20.8,34.7,21.6,42.4,61.5,88.1,1056,1,1,0
Black Pepper,23.8,32.3,15.4,38.2,67.4,81.9,1464,1,1,1
Black Pepper,19.1,31.9,18.7,33.7,70.3,79.2,1445,0,1,1
Black Pepper,23.2,30.9,24.8,41.4,65.0,78.5,391,1,0,1
Black Pepper,22.7,31.0,19.2,43.1,70.4,88.1,195,1,1,0
Black Pepper,22.6,31.8,20.0,27.4,70.5,77.6,265,1,1,1
Black Pepper,23.1,32.9,24.1,35.6,70.6,81.4,1068,1,1,1
Black Pepper,22.6,32.9,22.2,30.7,67.4,77.8,1102,0,1,1
Black Pepper,21.8,29.2,20.8,25.9,73.7,86.6,1028,0,1,1
Black Pepper,18.8,31.5,23.0,38.4,67.3,82.1,537,1,0,1
Black Pepper,18.2,30.9,23.6,42.3,66.8,80.3,296,0,1,0
Black Pepper,23.5,34.1,19.6,28.3,63.0,80.4,892,1,1,1
Black Pepper,21.7,32.4,19.8,41.2,64.6,87.8,751,0,1,1
Black Pepper,22.8,31.7,18.9,42.1,60.6,83.3,1107,0,0,1
Black Pepper,20.9,28.8,24.7,43.3,69.5,85.8,690,1,1,1
Black Pepper,18.7,32.2,22.0,30.3,63.7,88.5,541,0,1,1
Black Pepper,18.8,28.8,15.8,43.1,64.6,88.5,476,1,1,1
Black Pepper,22.1,30.4,23.6,31.4,71.6,79.9,357,1,1,0
Black Pepper,20.6,29.0,19.8,36.0,64.9,89.3,435,1,1,1
Black Pepper,19.2,32.8,15.7,26.0,63.6,75.4,188,1,0,1
Black Pepper,20.9,29.4,20.5,25.9,62.5,80.7,553,0,1,0
Black Pepper,18.4,30.7,19.2,39.4,71.6,88.4,103,1,1,0
Black Pepper,21.5,34.3,23.8,33.9,61.9,79.1,320,1,1,0
Black Pepper,19.6,29.4,17.0,30.1,66.8,79.1,1133,1,1,1
Black Pepper,22.8,31.6,23.3,28.8,67.6,79.5,522,1,1,1
Black Pepper,19.9,30.9,20.6,38.4,70.3,84.2,1019,1,1,0
Black Pepper,20.7,28.1,15.5,25.0,69.5,81.6,1089,1,1,0
Black Pepper,18.1,33.5,24.7,41.1,72.2,85.9,893,1,1,1
Black Pepper,18.4,28.5,20.1,26.6,60.7,88.4,1440,0,0,1
Black Pepper,20.4,31.3,17.9,28.8,64.4,85.1,81,0,1,0
Black Pepper,20.9,31.9,19.7,32.7,64.2,78.1,1121,1,1,1
Black Pepper,21.6,32.4,23.6,34.7,62.2,89.0,1440,0,1,1
Black Pepper,19.7,32.8,18.0,32.1,64.3,79.0,1300,0,1,1
Black Pepper,22.2,29.8,16.9,31.4,64.6,77.2,293,0,1,1
Black Pepper,23.2,28.1,16.3,44.3,67.8,76.3,524,1,1,1
Black Pepper,22.7,33.1,18.0,37.8,70.0,83.5,300,1,1,0
Black Pepper,18.2,31.7,22.8,25.5,65.7,76.7,922,1,1,0
Black Pepper,20.9,33.9,19.7,33.6,70.8,77.1,1083,1,1,1
Black Pepper,18.6,33.7,17.3,42.5,65.0,79.5,510,1,1,1
Black Pepper,19.5,33.9,16.7,31.0,64.4,79.2,832,1,1,1
Black Pepper,23.9,31.4,18.3,26.9,68.1,84.1,1052,1,1,1
Black Pepper,18.9,30.3,24.4,40.2,60.4,87.3,661,1,0,0
Black Pepper,21.0,33.5,18.4,37.1,61.2,86.4,1288,1,1,1
Black Pepper,21.7,31.2,24.9,36.4,66.3,78.9,1169,1,1,1
Black Pepper,22.2,29.3,19.9,26.1,74.1,78.7,144,1,1,1
Black Pepper,21.4,34.0,16.8,27.8,70.8,89.5,951,1,1,1
Black Pepper,18.1,34.2,23.9,37.5,61.3,75.1,391,1,1,1
Black Pepper,20.0,31.3,19.6,29.2,72.7,88.2,858,1,1,1
Black Pepper,21.1,28.5,22.1,35.1,71.0,78.0,1437,1,1,1
Black Pepper,18.5,30.7,24.8,35.9,69.2,89.2,1325,1,1,1
Black Pepper,20.1,33.6,15.5,30.7,72.3,80.1,637,1,1,0
Black Pepper,18.2,34.3,16.0,44.0,66.1,81.6,473,1,1,1
Black Pepper,18.5,29.4,22.2,41.8,63.3,85.6,390,1,1,1
Black Pepper,20.4,28.5,17.8,39.4,67.7,83.8,822,1,1,1
Black Pepper,18.8,34.1,16.8,26.6,68.2,79.8,216,1,1,1
Black Pepper,21.4,30.7,15.4,27.1,68.1,83.3,846,1,1,1
Black Pepper,22.1,31.8,15.2,34.9,68.5,86.0,52,1,1,1
Black Pepper,22.8,34.8,22.7,28.2,74.2,75.6,520,1,1,1
Black Pepper,19.2,28.5,16.3,44.6,73.5,75.2,369,1,1,0
Black Pepper,19.0,32.5,19.7,28.2,73.1,81.9,1458,1,1,1
Black Pepper,18.6,28.5,21.1,34.7,72.0,77.0,1105,0,1,1
Black Pepper,21.8,30.6,19.3,32.3,74.2,85.0,557,1,1,1
Black Pepper,22.2,33.6,15.3,37.8,61.5,78.2,185,1,1,1
Black Pepper,18.2,31.0,22.8,27.6,64.0,81.5,799,1,1,1
Black Pepper,23.6,35.0,15.1,33.6,67.4,78.0,359,1,1,1
Black Pepper,18.3,31.9,22.6,30.5,72.7,83.2,828,0,0,1
Black Pepper,21.2,30.2,23.9,42.8,67.6,76.7,1261,1,0,1
Black Pepper,22.3,29.5,19.3,25.8,71.2,75.3,943,1,1,1
Black Pepper,23.2,30.5,20.4,43.3,62.1,75.8,969,0,0,1
Black Pepper,22.3,30.6,19.8,41.7,63.8,89.3,834,1,0,1
Black Pepper,22.8,28.5,18.9,31.0,71.0,77.1,1395,1,1,0
Black Pepper,20.0,30.6,23.9,40.8,62.5,85.6,1401,1,0,1
Black Pepper,22.9,31.2,23.9,25.6,65.3,76.0,793,0,1,1
Black Pepper,18.5,33.1,18.4,44.3,64.0,76.6,493,1,1,1
Black Pepper,23.4,32.6,21.2,35.5,65.2,82.6,716,1,1,1
Black Pepper,21.3,33.0,24.3,31.1,70.6,82.0,321,0,1,0
Black Pepper,22.9,28.1,24.6,32.3,65.5,89.3,973,0,1,1
Black Pepper,20.7,29.5,20.1,26.3,68.3,89.2,775,0,1,1
Black Pepper,21.9,32.6,19.5,44.8,61.5,86.7,200,1,1,1
Black Pepper,21.2,31.4,17.8,25.8,72.1,84.0,337,0,1,0
Black Pepper,22.4,28.0,24.6,38.1,65.5,81.8,745,0,1,1
Black Pepper,18.5,33.6,16.4,33.9,69.7,80.3,1337,1,1,1
Black Pepper,18.4,33.4,20.8,44.0,70.9,89.2,871,1,1,1
Black Pepper,19.5,31.8,17.8,29.9,63.1,84.0,1038,1,1,1
Black Pepper,19.0,28.5,17.8,35.6,73.3,83.7,542,1,0,1
Black Pepper,23.2,33.4,19.0,34.6,69.2,78.5,879,0,1,1
Black Pepper,19.3,32.1,25.0,39.1,66.4,75.7,699,1,0,0
Black Pepper,23.9,33.5,15.5,26.4,62.7,89.2,1006,0,1,0
Black Pepper,20.0,33.3,20.8,28.9,74.1,79.7,123,1,1,1
Black Pepper,19.1,33.6,15.8,29.3,71.3,81.6,765,1,1,0
Black Pepper,22.7,31.6,16.5,39.8,63.1,76.7,479,0,1,1
Black Pepper,22.0,29.0,19.4,28.8,65.1,87.6,523,1,1,0
Black Pepper,21.0,32.7,20.1,36.5,72.1,75.4,1443,1,1,1
Black Pepper,21.3,32.3,17.6,29.3,70.4,87.5,315,0,1,0
Black Pepper,22.3,33.2,18.2,42.2,71.5,77.1,501,1,1,1
Black Pepper,19.4,29.2,15.9,43.8,66.6,88.3,789,1,0,1
Black Pepper,24.0,29.4,18.0,35.4,70.7,85.9,1301,1,1,1
Black Pepper,23.8,34.2,24.7,32.0,65.8,77.5,654,1,1,1
Black Pepper,21.9,33.2,24.4,29.7,63.2,83.5,1129,1,1,1
Black Pepper,19.2,34.4,18.3,26.0,69.5,79.7,1292,0,0,1
Black Pepper,22.1,33.3,20.7,30.4,74.6,77.7,500,0,1,1
Black Pepper,18.4,32.2,24.1,38.1,64.7,87.9,619,1,0,1
Black Pepper,18.2,32.6,15.1,35.7,66.9,81.1,567,0,0,1
Black Pepper,19.5,34.2,23.1,43.9,70.1,81.0,1258,1,1,1
Black Pepper,20.8,32.1,24.5,32.9,68.1,77.5,114,1,1,1
Black Pepper,23.2,32.4,15.9,38.9,72.7,80.7,497,0,1,1
Black Pepper,22.4,29.1,16.6,34.8,71.4,88.1,1035,0,1,1
Black Pepper,22.5,31.3,24.6,35.3,60.9,80.4,870,1,1,0
Black Pepper,20.6,33.0,20.4,30.4,75.0,89.3,683,1,1,1
Black Pepper,20.1,29.9,15.1,34.1,71.3,89.2,833,1,1,0
Black Pepper,20.2,29.4,17.6,34.4,73.0,77.2,336,1,1,1
Black Pepper,23.9,30.2,19.5,39.1,69.8,77.7,675,0,1,1
Black Pepper,18.2,29.7,21.9,43.8,72.8,87.9,777,1,0,1
Black Pepper,23.2,29.5,22.3,31.6,61.7,80.9,1357,0,1,0
Black Pepper,21.5,31.0,25.0,25.8,65.2,75.1,428,1,1,0
Black Pepper,20.6,34.4,17.9,34.9,73.1,79.1,1308,1,1,0
Black Pepper,22.4,31.5,20.4,35.9,63.0,84.0,984,1,0,1
Black Pepper,20.9,29.3,20.3,28.4,61.2,87.0,79,1,1,1
Black Pepper,23.2,28.5,19.1,40.2,71.8,77.0,1101,1,1,1
Black Pepper,23.4,32.9,16.7,44.7,72.5,76.7,102,1,1,1
Black Pepper,20.5,30.7,24.8,43.9,62.4,88.8,1496,1,1,1
Black Pepper,19.7,33.8,23.5,28.9,72.8,86.3,1315,1,1,1
Black Pepper,21.6,32.6,20.0,42.5,70.3,83.8,481,1,1,0
Black Pepper,23.5,33.6,21.0,39.1,67.8,86.5,423,1,1,0
Black Pepper,19.3,29.9,17.3,34.1,72.5,81.4,603,0,1,1
Black Pepper,21.7,32.8,20.4,35.8,66.3,86.4,566,0,1,1
Black Pepper,21.8,29.8,21.9,42.0,62.9,80.6,590,0,0,1
Black Pepper,22.4,34.6,20.2,34.6,64.3,78.7,512,1,1,1
Black Pepper,18.8,32.5,24.9,32.5,67.6,85.9,951,0,1,1
Black Pepper,22.3,30.3,21.1,34.9,68.0,81.3,288,1,1,1
Black Pepper,23.5,29.9,18.7,36.6,72.1,89.7,1277,1,1,0
Black Pepper,19.1,29.3,22.7,28.8,71.9,80.2,1228,0,1,1
Black Pepper,19.4,32.9,16.7,43.0,68.7,88.8,741,1,1,1
Black Pepper,23.8,29.5,18.8,38.5,71.7,89.0,1286,0,1,0
Black Pepper,19.1,32.2,18.5,37.7,62.9,78.6,408,1,1,1
Black Pepper,23.1,29.9,19.3,27.0,60.8,87.0,75,1,0,1
Black Pepper,21.0,32.6,22.8,37.1,73.1,81.5,948,1,1,1
Black Pepper,19.5,33.7,19.8,27.4,61.1,88.8,714,0,1,1
Black Pepper,23.2,33.4,22.9,26.6,63.7,81.8,872,1,1,1
Black Pepper,20.7,33.3,20.8,35.5,70.4,86.2,1354,1,1,1
Black Pepper,21.1,29.3,18.4,33.1,66.1,82.0,1456,1,1,1
Black Pepper,20.2,28.6,23.1,36.8,73.1,78.4,970,1,1,1
Black Pepper,21.6,32.9,17.4,26.8,64.5,78.0,1158,0,1,1
Black Pepper,19.0,30.6,17.2,33.6,60.2,81.4,172,1,1,1
Black Pepper,20.3,31.0,20.0,28.5,64.5,86.3,283,1,1,0
Black Pepper,23.8,28.2,17.6,44.7,68.7,84.1,1113,0,1,1
Black Pepper,19.5,29.8,15.1,36.2,65.6,85.3,675,1,1,1
Black Pepper,21.9,28.2,21.5,38.7,68.0,79.2,697,1,1,1
Black Pepper,20.0,34.2,20.1,31.5,73.1,82.2,497,1,1,1
Black Pepper,22.6,29.7,19.5,26.9,73.7,75.7,931,0,1,1
Black Pepper,18.8,31.9,24.7,44.5,64.0,87.3,318,0,1,1
Black Pepper,23.8,28.3,20.7,30.7,66.9,89.8,959,1,1,1
Black Pepper,20.7,32.7,23.6,33.5,68.2,81.1,302,1,1,1
Black Pepper,19.4,30.3,16.4,38.0,74.2,75.2,143,0,1,1
Black Pepper,18.4,34.3,20.7,25.5,75.0,77.5,529,1,1,1
Black Pepper,19.0,34.2,23.7,41.2,63.5,84.8,385,0,1,0
Black Pepper,21.1,30.3,20.8,35.7,70.9,84.2,1339,1,1,1
Black Pepper,20.0,34.3,22.2,30.6,65.7,86.8,130,1,1,1
Black Pepper,23.0,35.0,18.7,26.2,60.1,78.8,306,1,1,1
Black Pepper,20.6,33.8,15.9,28.2,60.1,86.5,846,1,1,1
Black Pepper,19.5,33.9,19.6,42.9,66.9,85.3,748,1,1,1
Black Pepper,21.7,29.7,18.9,38.7,67.3,79.8,116,1,0,1
Black Pepper,22.2,32.0,23.7,30.0,60.3,83.2,61,1,1,1
Black Pepper,19.0,28.5,17.4,26.3,70.3,77.2,1483,1,1,1
Black Pepper,19.0,28.7,24.7,38.8,64.4,81.8,1005,0,1,1
Black Pepper,18.2,35.0,24.6,36.4,68.4,88.2,580,1,0,1
Black Pepper,22.4,30.3,17.5,33.1,64.5,81.3,732,0,1,1
Black Pepper,22.0,33.2,18.5,32.3,62.5,87.6,436,1,1,1
Black Pepper,20.8,33.6,24.0,29.3,66.1,83.9,550,0,1,1
Black Pepper,23.1,34.0,24.7,38.4,63.5,77.9,991,1,1,0
Black Pepper,22.8,35.0,19.4,44.4,68.0,83.7,1330,0,1,1
Black Pepper,21.5,29.7,18.2,28.5,63.0,82.6,317,1,0,1
Black Pepper,23.2,28.3,20.3,36.9,67.6,81.0,1269,1,1,1
Black Pepper,19.2,30.9,21.9,33.5,62.4,76.8,226,1,1,1
